Algorithm,Run,OriginalSize,CompressedSize,CompressionTime(ns),DecompressionTime(ns),CompressionRatio(%),CompressionSavings(%),CompressionSpeedRatio(Perc/ms),Correctness
BZIP2,41,54264,47,1259400,751901,0.09,99.91,0.0000,Pass
BZIP2,42,54264,47,1147500,574400,0.09,99.91,0.0000,Pass
BZIP2,43,54264,47,1033700,591701,0.09,99.91,0.0000,Pass
BZIP2,44,54264,47,1091399,576100,0.09,99.91,0.0000,Pass
BZIP2,45,54264,47,1019700,569301,0.09,99.91,0.0000,Pass
BZIP2,46,54264,47,958099,710500,0.09,99.91,0.0000,Pass
BZIP2,47,54264,47,1256100,663099,0.09,99.91,0.0000,Pass
BZIP2,48,54264,47,1221100,700600,0.09,99.91,0.0000,Pass
BZIP2,49,54264,47,1130300,616500,0.09,99.91,0.0000,Pass
BZIP2,50,54264,47,1030900,611000,0.09,99.91,0.0000,Pass
LZ77,1,54264,657,17216000,75350999,1.21,98.79,0.0000,Pass
LZ77,2,54264,657,10608000,75457200,1.21,98.79,0.0000,Pass
LZ77,3,54264,657,9578400,74335501,1.21,98.79,0.0000,Pass
LZ77,4,54264,657,9380200,78663801,1.21,98.79,0.0000,Pass
LZ77,5,54264,657,9071900,74490701,1.21,98.79,0.0000,Pass
LZ77,6,54264,657,9258299,77073300,1.21,98.79,0.0000,Pass
LZ77,7,54264,657,8734099,76384899,1.21,98.79,0.0000,Pass
LZ77,8,54264,657,9029101,77456299,1.21,98.79,0.0000,Pass
LZ77,9,54264,657,8810500,77045800,1.21,98.79,0.0000,Pass
LZ77,10,54264,657,9229499,74518899,1.21,98.79,0.0000,Pass
LZ77,11,54264,657,9424999,76967100,1.21,98.79,0.0000,Pass
LZ77,12,54264,657,9165501,74118500,1.21,98.79,0.0000,Pass
LZ77,13,54264,657,8774600,76162300,1.21,98.79,0.0000,Pass
LZ77,14,54264,657,9292999,73415400,1.21,98.79,0.0000,Pass
LZ77,15,54264,657,9218401,74759600,1.21,98.79,0.0000,Pass
LZ77,16,54264,657,12320200,76317099,1.21,98.79,0.0000,Pass
LZ77,17,54264,657,9365700,74304301,1.21,98.79,0.0000,Pass
LZ77,18,54264,657,8935700,75485500,1.21,98.79,0.0000,Pass
LZ77,19,54264,657,8955899,74777700,1.21,98.79,0.0000,Pass
LZ77,20,54264,657,8913000,76137000,1.21,98.79,0.0000,Pass
LZ77,21,54264,657,9015300,73130801,1.21,98.79,0.0000,Pass
LZ77,22,54264,657,8966099,76132600,1.21,98.79,0.0000,Pass
LZ77,23,54264,657,9196001,75522100,1.21,98.79,0.0000,Pass
LZ77,24,54264,657,8794501,75019199,1.21,98.79,0.0000,Pass
LZ77,25,54264,657,9068500,74980200,1.21,98.79,0.0000,Pass
LZ77,26,54264,657,9494000,76382000,1.21,98.79,0.0000,Pass
LZ77,27,54264,657,9718800,75892600,1.21,98.79,0.0000,Pass
LZ77,28,54264,657,9033300,74799000,1.21,98.79,0.0000,Pass
LZ77,29,54264,657,9122700,75057300,1.21,98.79,0.0000,Pass
LZ77,30,54264,657,9059599,76539400,1.21,98.79,0.0000,Pass
LZ77,31,54264,657,8845099,74989700,1.21,98.79,0.0000,Pass
LZ77,32,54264,657,8930500,74706200,1.21,98.79,0.0000,Pass
LZ77,33,54264,657,9135999,75620800,1.21,98.79,0.0000,Pass
LZ77,34,54264,657,9189300,74583601,1.21,98.79,0.0000,Pass
LZ77,35,54264,657,9023000,74127901,1.21,98.79,0.0000,Pass
LZ77,36,54264,657,9034801,77687801,1.21,98.79,0.0000,Pass
LZ77,37,54264,657,12078100,85080100,1.21,98.79,0.0000,Pass
LZ77,38,54264,657,9283500,75380099,1.21,98.79,0.0000,Pass
LZ77,39,54264,657,10073000,76277501,1.21,98.79,0.0000,Pass
LZ77,40,54264,657,9245500,74064400,1.21,98.79,0.0000,Pass
LZ77,41,54264,657,9346600,74900700,1.21,98.79,0.0000,Pass
LZ77,42,54264,657,9132800,76585701,1.21,98.79,0.0000,Pass
LZ77,43,54264,657,9420200,75667401,1.21,98.79,0.0000,Pass
LZ77,44,54264,657,9556401,74189201,1.21,98.79,0.0000,Pass
LZ77,45,54264,657,9241299,74734800,1.21,98.79,0.0000,Pass
LZ77,46,54264,657,9158600,76271800,1.21,98.79,0.0000,Pass
LZ77,47,54264,657,9241100,74623700,1.21,98.79,0.0000,Pass
LZ77,48,54264,657,9570901,74954901,1.21,98.79,0.0000,Pass
LZ77,49,54264,657,9419000,74866100,1.21,98.79,0.0000,Pass
LZ77,50,54264,657,9205701,76994301,1.21,98.79,0.0000,Pass
